0.026;0.320371;-0.936057;-0.128782;-0.0676317;0.212891;0.656001;-0.594727;0.413086;2.93796;0.210686;-2.50368;-1.49043;0.919327;-2.78436
0.037;0.320846;-0.935883;-0.128974;-0.0674325;0.212891;0.656001;-0.594727;0.413086;2.93757;0.210531;-2.50268;-1.49043;0.919327;-2.78436
0.049;0.321412;-0.935688;-0.129066;-0.0672596;0.212891;0.655694;-0.594727;0.413574;2.93741;0.210383;-2.50147;-1.48903;0.919964;-2.78279
0.061;0.322121;-0.935453;-0.129102;-0.0670691;0.213379;0.655227;-0.594727;0.414063;2.93738;0.210198;-2.49995;-1.48754;0.921344;-2.78186
0.072;0.322815;-0.935232;-0.129084;-0.0668534;0.213379;0.655227;-0.594727;0.414063;2.93744;0.209926;-2.49844;-1.48754;0.921344;-2.78186
0.082;0.323363;-0.935069;-0.129006;-0.0666322;0.213379;0.655227;-0.594727;0.414063;2.93758;0.209574;-2.49723;-1.48754;0.921344;-2.78186
0.095;0.323808;-0.934941;-0.128939;-0.0664034;0.213379;0.655227;-0.594727;0.414063;2.93767;0.209192;-2.49625;-1.48754;0.921344;-2.78186
0.108;0.324223;-0.934824;-0.128871;-0.0661543;0.213379;0.655092;-0.595215;0.413574;2.93774;0.208764;-2.49533;-1.48705;0.920445;-2.78252
0.122;0.324511;-0.934749;-0.128797;-0.0659384;0.213379;0.655092;-0.595215;0.413574;2.93782;0.208368;-2.49468;-1.48705;0.920445;-2.78252
0.135;0.324694;-0.934698;-0.128834;-0.0656919;0.213379;0.654956;-0.595703;0.413086;2.93763;0.207963;-2.49428;-1.48656;0.919547;-2.78317
0.146;0.324766;-0.934681;-0.128915;-0.0654122;0.213379;0.654956;-0.595703;0.413086;2.93732;0.207499;-2.49411;-1.48656;0.919547;-2.78317
0.161;0.324897;-0.934655;-0.128948;-0.0650708;0.213379;0.654956;-0.595703;0.413086;2.93708;0.2069;-2.49381;-1.48656;0.919547;-2.78317
0.171;0.325091;-0.934619;-0.128966;-0.0645752;0.213379;0.654956;-0.595703;0.413086;2.93678;0.206012;-2.49335;-1.48656;0.919547;-2.78317
0.184;0.325375;-0.934549;-0.12893;-0.0642306;0.213379;0.655264;-0.595703;0.412598;2.9367;0.205396;-2.49271;-1.48796;0.918912;-2.78474
0.194;0.325735;-0.934465;-0.128831;-0.0638255;0.213379;0.655264;-0.595703;0.412598;2.93672;0.20464;-2.49189;-1.48796;0.918912;-2.78474
0.205;0.325973;-0.934411;-0.128788;-0.0634902;0.213379;0.655571;-0.595703;0.412109;2.93665;0.204027;-2.49134;-1.48936;0.918273;-2.7863
0.218;0.326154;-0.934368;-0.128788;-0.0631886;0.213379;0.655127;-0.596191;0.412109;2.9365;0.203494;-2.49092;-1.48747;0.918014;-2.78539
0.229;0.326209;-0.934368;-0.128763;-0.0629703;0.213379;0.655434;-0.596191;0.411621;2.93643;0.203075;-2.49078;-1.48886;0.917377;-2.78695
0.241;0.326227;-0.934376;-0.128735;-0.0628122;0.213379;0.65574;-0.596191;0.411133;2.93639;0.20276;-2.49073;-1.49026;0.916739;-2.78851
0.253;0.326288;-0.934375;-0.128685;-0.0626158;0.212891;0.655899;-0.596191;0.411133;2.93638;0.202368;-2.49057;-1.49034;0.915998;-2.78786
0.264;0.326383;-0.934368;-0.128615;-0.0623601;0.212891;0.655455;-0.59668;0.411133;2.93638;0.201858;-2.49033;-1.48844;0.91574;-2.78695
0.294;0.326509;-0.934358;-0.128538;-0.0620088;0.212891;0.655148;-0.59668;0.411621;2.93634;0.201169;-2.49001;-1.48705;0.916376;-2.78539
0.316;0.326714;-0.934351;-0.128435;-0.0612444;0.213379;0.654989;-0.59668;0.411621;2.93611;0.199695;-2.48949;-1.48697;0.917118;-2.78604
0.323;0.327431;-0.934138;-0.128435;-0.0606602;0.213379;0.654682;-0.59668;0.412109;2.9359;0.198743;-2.4879;-1.48557;0.917753;-2.78448
0.335;0.327698;-0.934029;-0.128605;-0.0605348;0.213867;0.654523;-0.59668;0.412109;2.93555;0.198674;-2.48735;-1.48549;0.918497;-2.78512
0.345;0.328058;-0.933852;-0.128982;-0.0605077;0.213379;0.654237;-0.597168;0.412109;2.93488;0.198948;-2.48664;-1.48367;0.917493;-2.78356
0.376;0.328414;-0.933686;-0.129226;-0.0606266;0.209961;0.652769;-0.598633;0.414063;2.93455;0.19941;-2.48593;-1.473;0.914003;-2.77012
0.399;0.328709;-0.933421;-0.129933;-0.0615915;0.207031;0.649457;-0.598145;0.421387;2.93384;0.201768;-2.48551;-1.454;0.919032;-2.74344
0.404;0.328071;-0.933417;-0.132354;-0.0598641;0.210449;0.643042;-0.592285;0.4375;2.92794;0.199928;-2.48713;-1.42567;0.947491;-2.70355
0.442;0.330654;-0.932571;-0.132223;-0.0591329;0.220215;0.629116;-0.573242;0.476563;2.92829;0.199043;-2.48151;-1.35624;1.01998;-2.60114
0.454;0.372374;-0.918231;-0.124768;-0.0512056;0.219238;0.626213;-0.569824;0.484863;2.94592;0.188064;-2.38957;-1.33652;1.02963;-2.57157
0.489;0.37968;-0.915667;-0.12263;-0.0485634;0.205078;0.618473;-0.563965;0.507324;2.94952;0.183077;-2.37314;-1.27183;1.03301;-2.47043
0.502;0.391;-0.912123;-0.1171;-0.0379299;0.194336;0.612785;-0.553223;0.529785;2.95411;0.161467;-2.34686;-1.21869;1.04378;-2.37745
0.513;0.398326;-0.910437;-0.107017;-0.0314359;0.185059;0.60937;-0.542969;0.547363;2.96917;0.142983;-2.32913;-1.1806;1.05127;-2.30409
0.525;0.407039;-0.908128;-0.0947597;-0.0253693;0.172852;0.605926;-0.532227;0.56543;2.98838;0.123533;-2.30835;-1.14117;1.0536;-2.22485
0.536;0.416391;-0.905792;-0.076437;-0.0177887;0.156738;0.603033;-0.521973;0.58252;3.01704;0.0960285;-2.28581;-1.10696;1.04751;-2.14684
0.547;0.423872;-0.903791;-0.0581708;-0.0105656;0.138184;0.600643;-0.512207;0.598145;3.04503;0.0684655;-2.26783;-1.08038;1.03547;-2.07457
0.557;0.427056;-0.903491;-0.0363312;-0.00256755;0.116699;0.597656;-0.50293;0.613392;3.07805;0.035678;-2.25963;-1.05715;1.01708;-2.003
0.569;0.42888;-0.903217;-0.0154018;0.00490992;0.09375;0.594727;-0.494141;0.627165;3.10955;0.00434157;-2.25503;-1.04152;0.994773;-1.9384
0.581;0.429452;-0.902898;0.0118636;0.0142952;0.0698242;0.591797;-0.484375;0.640532;-3.13244;-0.0360117;-2.25382;-1.03115;0.97157;-1.87639
0.595;0.428486;-0.902248;0.0418155;0.0244838;0.0454102;0.587402;-0.474609;0.653944;-3.08692;-0.0801013;-2.25704;-1.02028;0.946475;-1.81369
0.627;0.426087;-0.900507;0.0783273;0.0374406;-0.0263672;0.568359;-0.439941;0.694783;-3.03121;-0.134585;-2.26514;-0.989626;0.873486;-1.62246
0.64;0.42042;-0.889919;0.162938;0.0688671;-0.0498047;0.560547;-0.427734;0.707354;-2.89888;-0.262584;-2.29111;-0.982852;0.848673;-1.56223
0.669;0.418033;-0.882475;0.198271;0.0847037;-0.108887;0.538086;-0.397461;0.735277;-2.84306;-0.320736;-2.30545;-0.97657;0.782039;-1.42229
0.674;0.41018;-0.861269;0.275052;0.119645;-0.133301;0.527832;-0.38623;0.744614;-2.71206;-0.446415;-2.3516;-0.979279;0.751989;-1.37171
0.685;0.407569;-0.857333;0.288151;0.125839;-0.157227;0.517578;-0.376953;0.751864;-2.68759;-0.467499;-2.36394;-0.986081;0.720502;-1.32886
0.698;0.400407;-0.849254;0.315879;0.136607;-0.181641;0.506348;-0.366699;0.759046;-2.63132;-0.506351;-2.3952;-0.993748;0.688614;-1.28418
