0;;;;
1;0.581055;0.0327148;-0.781573;0.224609
2;0.365723;-0.865573;-0.274902;0.203613
3;-0.552246;0.0249023;0.807556;0.205566
4;-0.875831;-0.128906;0.44043;0.149414
5;-0.868295;0.0839844;-0.469238;0.137207
6;0.0800781;-0.641602;-0.188477;0.739197
7;-0.0351563;-0.557617;0.82841;0.0395508
8;0.748759;-0.125;-0.648438;0.0571289
9;0.21582;-0.0551758;-0.0424805;0.973947
10;-0.224121;0.0874023;0.935229;-0.259766
11;-0.0214844;-0.126465;0.00341797;0.991733
12;-0.877144;0.0361328;0.26416;0.399414
13;-0.88821;0.301758;-0.298828;0.175293
14;0.21875;0.919328;0.326172;-0.0244141
15;0.123535;0.675781;-0.16748;0.707113
16;-0.217285;-0.0541992;-0.901789;0.369629
17;-0.00341797;0.945772;0.324707;-0.00830078
18;0.498535;-0.157227;0.0307617;0.851937
19;-0.0878906;-0.962058;-0.000488281;0.258301
0.012;;;;
1;0.581055;0.0327148;-0.781573;0.224609
2;0.365723;-0.865573;-0.274902;0.203613
3;-0.552246;0.0249023;0.807556;0.205566
4;-0.875831;-0.128906;0.44043;0.149414
5;-0.868295;0.0839844;-0.469238;0.137207
6;0.0800781;-0.641113;-0.188477;0.73962
7;-0.0351563;-0.557617;0.82841;0.0395508
8;0.748759;-0.125;-0.648438;0.0571289
9;0.215332;-0.0551758;-0.0424805;0.974055
10;-0.224121;0.0874023;0.935229;-0.259766
11;-0.0214844;-0.126465;0.00341797;0.991733
12;-0.877279;0.034668;0.264648;0.398926
13;-0.88821;0.301758;-0.298828;0.175293
14;0.21875;0.919328;0.326172;-0.0244141
15;0.123535;0.675781;-0.167969;0.706997
16;-0.217285;-0.0541992;-0.901789;0.369629
17;-0.00341797;0.945772;0.324707;-0.00830078
18;0.498535;-0.157227;0.0307617;0.851937
19;-0.0878906;-0.962058;-0.000488281;0.258301
0.023;;;;
1;0.581055;0.0327148;-0.781573;0.224609
2;0.365723;-0.865573;-0.274902;0.203613
3;-0.552246;0.0249023;0.807556;0.205566
4;-0.875574;-0.128418;0.440918;0.149902
5;-0.868295;0.0839844;-0.469238;0.137207
6;0.0800781;-0.641113;-0.188477;0.73962
7;-0.0351563;-0.557617;0.82841;0.0395508
8;0.748759;-0.125;-0.648438;0.0571289
9;0.21582;-0.0551758;-0.0424805;0.973947
10;-0.224121;0.0874023;0.935229;-0.259766
11;-0.0209961;-0.126465;0.00292969;0.991745
12;-0.877279;0.034668;0.264648;0.398926
13;-0.88821;0.301758;-0.298828;0.175293
14;0.21875;0.919328;0.326172;-0.0244141
15;0.123535;0.675781;-0.167969;0.706997
16;-0.217285;-0.0541992;-0.901789;0.369629
17;-0.00341797;0.945772;0.324707;-0.00830078
18;0.498535;-0.157227;0.0307617;0.851937
19;-0.0878906;-0.962058;-0.000488281;0.258301
0.038;;;;
1;0.581055;0.0327148;-0.781573;0.224609
2;0.365723;-0.865573;-0.274902;0.203613
3;-0.552246;0.0249023;0.807556;0.205566
4;-0.875502;-0.128906;0.440918;0.149902
5;-0.868295;0.0839844;-0.469238;0.137207
6;0.0800781;-0.641113;-0.188477;0.73962
7;-0.0351563;-0.558105;0.828081;0.0395508
8;0.748759;-0.125;-0.648438;0.0571289
9;0.21582;-0.0556641;-0.0419922;0.97394
10;-0.224121;0.0874023;0.935229;-0.259766
11;-0.0219727;-0.125977;0.00488281;0.991778
12;-0.877279;0.034668;0.264648;0.398926
13;-0.88821;0.301758;-0.298828;0.175293
14;0.21875;0.919328;0.326172;-0.0244141
15;0.123535;0.675781;-0.167969;0.706997
16;-0.217285;-0.0541992;-0.901789;0.369629
17;-0.00341797;0.945772;0.324707;-0.00830078
18;0.498535;-0.157227;0.0307617;0.851937
19;-0.0878906;-0.962058;-0.000488281;0.258301
0.056;;;;
1;0.581055;0.0327148;-0.781573;0.224609
2;0.365723;-0.865573;-0.274902;0.203613
3;-0.552246;0.0249023;0.807556;0.205566
4;-0.875502;-0.128906;0.440918;0.149902
5;-0.868295;0.0839844;-0.469238;0.137207
6;0.0800781;-0.640625;-0.188477;0.740043
7;-0.0351563;-0.558105;0.828081;0.0395508
8;0.748759;-0.125;-0.648438;0.0571289
9;0.21582;-0.0561523;-0.0439453;0.973826
10;-0.224121;0.0874023;0.935229;-0.259766
11;-0.0214844;-0.125977;0.00488281;0.991789
12;-0.877279;0.034668;0.264648;0.398926
13;-0.88821;0.301758;-0.298828;0.175293
14;0.21875;0.919328;0.326172;-0.0244141
15;0.123535;0.675781;-0.167969;0.706997
16;-0.217285;-0.0541992;-0.901789;0.369629
17;-0.00341797;0.945772;0.324707;-0.00830078
18;0.498535;-0.157227;0.0307617;0.851937
19;-0.0878906;-0.962058;-0.000488281;0.258301
0.083;;;;
1;0.581055;0.0327148;-0.781573;0.224609
2;0.365723;-0.865573;-0.274902;0.203613
3;-0.552246;0.0249023;0.807556;0.205566
4;-0.875502;-0.128906;0.440918;0.149902
5;-0.868295;0.0839844;-0.469238;0.137207
6;0.0795898;-0.640625;-0.188477;0.740096
