0.022;0.205807;-0.777735;0.494508;0.331858;0.698891;0.410645;-0.571777;-0.126465;-2.00644;-0.803428;3.13002;-2.02321;0.768914;1.55843
0.034;0.205779;-0.778201;0.493619;0.332111;0.698891;0.410645;-0.571777;-0.126465;-2.00891;-0.803875;3.13072;-2.02321;0.768914;1.55843
0.069;0.20562;-0.778666;0.492739;0.332409;0.697937;0.411133;-0.572266;-0.12793;-2.01118;-0.804241;3.13105;-2.01921;0.766501;1.56113
0.102;0.205122;-0.779077;0.491533;0.333477;0.697068;0.411621;-0.572754;-0.128906;-2.01328;-0.805615;3.12981;-2.01592;0.764777;1.56381
0.113;0.20373;-0.780059;0.489863;0.334552;0.697068;0.411621;-0.572754;-0.128906;-2.01649;-0.806024;3.12735;-2.01592;0.764777;1.56381
0.125;0.203457;-0.780668;0.488968;0.33481;0.697068;0.411621;-0.572754;-0.128906;-2.01911;-0.806281;3.12759;-2.01592;0.764777;1.56381
0.135;0.203221;-0.781176;0.488058;0.334892;0.697068;0.411621;-0.572754;-0.128906;-2.02142;-0.806091;3.12812;-2.01592;0.764777;1.56381
0.148;0.20312;-0.781721;0.487142;0.33502;0.697068;0.411621;-0.572754;-0.128906;-2.02407;-0.806227;3.12891;-2.01592;0.764777;1.56381
0.16;0.203028;-0.782239;0.486204;0.335229;0.696288;0.412109;-0.573242;-0.129395;-2.02669;-0.806522;3.12961;-2.01335;0.763748;1.56648
0.174;0.202836;-0.782759;0.485222;0.335534;0.696288;0.412109;-0.573242;-0.129395;-2.02924;-0.806869;3.13;-2.01335;0.763748;1.56648
0.186;0.202201;-0.783376;0.484126;0.336058;0.695794;0.412109;-0.57373;-0.129883;-2.03164;-0.807123;3.12925;-2.01106;0.763347;1.56803
0.198;0.201502;-0.784025;0.483034;0.336526;0.6953;0.412109;-0.574219;-0.130371;-2.03405;-0.807201;3.12846;-2.00878;0.762947;1.56958
0.212;0.200801;-0.784691;0.481947;0.336973;0.6953;0.412109;-0.574219;-0.130371;-2.03651;-0.807254;3.1277;-2.00878;0.762947;1.56958
0.224;0.200173;-0.78535;0.480902;0.337341;0.695208;0.412109;-0.574219;-0.130859;-2.039;-0.807251;3.12716;-2.00808;0.762245;1.56958
0.234;0.199778;-0.78591;0.479979;0.337565;0.695589;0.411621;-0.574219;-0.130371;-2.04133;-0.807224;3.12718;-2.00907;0.763583;1.56847
0.246;0.199606;-0.786372;0.479189;0.337693;0.6953;0.412109;-0.574219;-0.130371;-2.04349;-0.807271;3.12765;-2.00878;0.762947;1.56958
0.257;0.199482;-0.786808;0.478436;0.337819;0.695589;0.411621;-0.574219;-0.130371;-2.0456;-0.807377;3.12817;-2.00907;0.763583;1.56847
0.27;0.199373;-0.787218;0.477707;0.33796;0.695589;0.411621;-0.574219;-0.130371;-2.04763;-0.807528;3.12867;-2.00907;0.763583;1.56847
0.283;0.199355;-0.787543;0.476962;0.338258;0.695703;0.412109;-0.57373;-0.130371;-2.04956;-0.808069;3.12913;-2.01036;0.762646;1.56803
0.294;0.199336;-0.787829;0.476245;0.338624;0.695703;0.412109;-0.57373;-0.130371;-2.05135;-0.808745;3.12943;-2.01036;0.762646;1.56803
0.305;0.199343;-0.788197;0.475425;0.33891;0.695816;0.412598;-0.573242;-0.130371;-2.05355;-0.809294;3.13006;-2.01165;0.761711;1.5676
0.324;0.199281;-0.788617;0.474632;0.339068;0.695526;0.413086;-0.573242;-0.130371;-2.05576;-0.809527;3.13072;-2.01137;0.761075;1.56871
0.334;0.199182;-0.789058;0.473927;0.33904;0.69573;0.413574;-0.572754;-0.129883;-2.05785;-0.80935;3.13147;-2.01336;0.760842;1.56829
0.34;0.199155;-0.789503;0.473221;0.33902;0.695017;0.415527;-0.572754;-0.127441;-2.06006;-0.809299;3.13238;-2.01572;0.761817;1.57276
0.349;0.199363;-0.790057;0.47248;0.338928;0.694486;0.417969;-0.572266;-0.124512;-2.06301;-0.80949;3.13403;-2.02004;0.762563;1.57684
0.381;0.200258;-0.790455;0.471905;0.338205;0.695047;0.422852;-0.569336;-0.118164;-2.06609;-0.809117;3.13784;-2.03558;0.763562;1.57896
0.403;0.205998;-0.789998;0.472723;0.334614;0.692443;0.431641;-0.567383;-0.11084;-2.07123;-0.808785;-3.12848;-2.04671;0.761592;1.59356
