0.023;0.374564;-0.879459;-0.156002;0.253527;-0.303711;-0.830048;0.418457;-0.208984;2.63026;-0.335315;-2.24984;-2.35151;0.644894;2.7169
0.034;0.374208;-0.879547;-0.156923;0.253175;-0.303223;-0.830349;0.418457;-0.208496;2.62903;-0.334096;-2.2507;-2.35121;0.643527;2.71767
0.049;0.373833;-0.879641;-0.157805;0.252851;-0.303223;-0.830349;0.418457;-0.208496;2.62786;-0.332969;-2.25159;-2.35121;0.643527;2.71767
0.083;0.373448;-0.879743;-0.158726;0.252488;-0.303223;-0.830593;0.418457;-0.20752;2.62666;-0.331748;-2.25253;-2.35123;0.641629;2.71698
0.094;0.373138;-0.879844;-0.159641;0.252015;-0.303223;-0.830593;0.418457;-0.20752;2.62557;-0.330306;-2.2534;-2.35123;0.641629;2.71698
0.107;0.372926;-0.87985;-0.160601;0.251696;-0.303223;-0.830593;0.418457;-0.20752;2.62418;-0.329029;-2.25391;-2.35123;0.641629;2.71698
0.117;0.372774;-0.879832;-0.161552;0.251375;-0.303223;-0.830961;0.417969;-0.207031;2.6228;-0.327725;-2.2543;-2.35249;0.640436;2.71624
0.128;0.372593;-0.879813;-0.162528;0.251077;-0.303223;-0.830961;0.417969;-0.207031;2.62135;-0.326456;-2.25472;-2.35249;0.640436;2.71624
0.139;0.372417;-0.87979;-0.163511;0.250778;-0.303711;-0.830783;0.417969;-0.207031;2.61988;-0.325176;-2.25513;-2.3528;0.640853;2.71514
0.169;0.372238;-0.879772;-0.164502;0.25046;-0.303711;-0.830904;0.417969;-0.206543;2.61842;-0.323859;-2.25556;-2.35281;0.639904;2.7148
0.197;0.372319;-0.879662;-0.165638;0.249977;-0.303711;-0.83115;0.41748;-0.206543;2.61679;-0.321985;-2.25555;-2.35406;0.63966;2.7144
0.209;0.372484;-0.879563;-0.16673;0.249352;-0.303711;-0.831271;0.41748;-0.206055;2.61537;-0.319859;-2.25548;-2.35407;0.638712;2.71407
0.217;0.372398;-0.879561;-0.167637;0.248875;-0.303711;-0.831271;0.41748;-0.206055;2.61422;-0.318295;-2.25588;-2.35407;0.638712;2.71407
0.247;0.37224;-0.879578;-0.16856;0.248425;-0.303711;-0.831392;0.41748;-0.205566;2.61302;-0.316802;-2.2564;-2.35408;0.637761;2.71373
0.271;0.372271;-0.879647;-0.169414;0.24755;-0.303711;-0.831757;0.416992;-0.205078;2.61237;-0.314539;-2.25691;-2.35533;0.636569;2.713
0.278;0.372178;-0.879694;-0.170247;0.246951;-0.303711;-0.831757;0.416992;-0.205078;2.61149;-0.312837;-2.25745;-2.35533;0.636569;2.713
0.29;0.371949;-0.879713;-0.171131;0.246614;-0.303711;-0.831878;0.416992;-0.20459;2.61027;-0.311613;-2.25804;-2.35534;0.635622;2.71266
0.302;0.371697;-0.87974;-0.172019;0.246278;-0.303711;-0.831878;0.416992;-0.20459;2.60904;-0.310404;-2.25868;-2.35534;0.635622;2.71266
0.316;0.371408;-0.879778;-0.172886;0.245971;-0.303711;-0.832242;0.416504;-0.204102;2.60783;-0.309284;-2.25937;-2.35659;0.63443;2.71193
0.327;0.371019;-0.879848;-0.173783;0.24567;-0.303223;-0.83254;0.416504;-0.203613;2.60659;-0.308208;-2.26027;-2.35628;0.633066;2.7127
0.356;0.370656;-0.879913;-0.174701;0.245337;-0.303223;-0.832778;0.416504;-0.202637;2.60533;-0.307044;-2.26114;-2.35629;0.631171;2.71203
0.362;0.370102;-0.880024;-0.175761;0.245018;-0.303223;-0.832896;0.416504;-0.202148;2.60385;-0.305892;-2.26238;-2.35628;0.630222;2.71169
0.391;0.36981;-0.88004;-0.176716;0.244716;-0.303223;-0.833015;0.416504;-0.20166;2.60247;-0.304711;-2.26306;-2.35629;0.629275;2.71136
0.396;0.369285;-0.880153;-0.177832;0.244288;-0.303223;-0.833133;0.416504;-0.201172;2.60098;-0.30331;-2.26431;-2.35628;0.628328;2.71102
0.407;0.368993;-0.880172;-0.178776;0.243971;-0.303223;-0.833251;0.416504;-0.200684;2.59963;-0.302114;-2.265;-2.35628;0.627382;2.71069
0.42;0.368595;-0.880249;-0.179732;0.243593;-0.303223;-0.833368;0.416504;-0.200195;2.59836;-0.300866;-2.26598;-2.35628;0.626434;2.71035
0.429;0.368167;-0.880333;-0.180764;0.243166;-0.303223;-0.833485;0.416504;-0.199707;2.597;-0.299489;-2.26704;-2.35628;0.625488;2.71002
0.442;0.367767;-0.880392;-0.181762;0.242814;-0.303223;-0.833602;0.416504;-0.199219;2.59561;-0.298253;-2.26799;-2.35627;0.624542;2.70969
0.473;0.367333;-0.880452;-0.182899;0.242399;-0.303223;-0.833719;0.416504;-0.19873;2.59404;-0.29681;-2.26903;-2.35627;0.623595;2.70935
0.482;0.366806;-0.880528;-0.184474;0.241722;-0.303223;-0.833835;0.416504;-0.198242;2.59194;-0.294596;-2.27041;-2.35627;0.622649;2.70902
0.49;0.366514;-0.880524;-0.185559;0.241349;-0.302734;-0.834012;0.416504;-0.198242;2.59038;-0.293189;-2.27112;-2.35597;0.622234;2.71012
